energy,contrast,correlation,entropy,filename,class,set_type
0.004466251165899776,881.1485945472884,0.6070898520685633,10.284685929043409,D3_3.png,D3,test
0.009275676887041768,801.5880739858985,0.5860957481497349,9.755885086115299,D3_4.png,D3,test
0.011666938583284065,798.6311446219493,0.5674722137379552,9.157708099583617,D3_5.png,D3,test
0.0225090496537839,738.5722466353191,0.5689042354551477,8.3155224066451,D3_6.png,D3,test
0.0005865021555497643,953.0986624713223,0.627456735017969,11.373401456702693,D4_1.png,D4,train
0.0006992096161760576,919.720949527313,0.6550857006133585,11.28970030952112,D4_10.png,D4,train
0.0006022842503430815,991.0161518284483,0.6856952642458437,11.387544275916845,D4_2.png,D4,train
0.000662529946515217,938.2115651329062,0.6821419177041621,11.351702201672767,D4_3.png,D4,train
0.0005681257613948999,1018.5953149722123,0.6462228987703336,11.421544957736469,D4_4.png,D4,train
0.0006450850140479807,954.6671805160001,0.7088372915428883,11.386682222732851,D4_5.png,D4,train
0.0007030270709423383,992.9589466274081,0.7137281776991854,11.360323242981515,D4_6.png,D4,train
0.0007281220455676452,940.6641900661564,0.6695252481329015,11.313296523206816,D4_7.png,D4,train
0.0006550227394109494,938.8732395375973,0.6802392757474988,11.372578288845897,D4_8.png,D4,train
0.0005947913071893815,897.7753528465053,0.6421656269184811,11.350305343668252,D4_9.png,D4,train
0.0005631564293551372,1023.5432539505953,0.573012525337972,11.364856369206155,D4_1.png,D4,test
0.0005483449241484536,1007.7154226494206,0.553514987899961,11.33365064182199,D4_2.png,D4,test
0.0005635031030818344,1059.0731258776354,0.6522845988353017,11.438962531905238,D4_3.png,D4,test
0.0005680899041520863,979.1458947060046,0.5894942381757529,11.335736689209966,D4_4.png,D4,test
0.0005725423914400451,1041.2538896552746,0.604632461312122,11.375636096465335,D4_5.png,D4,test
0.0005504486523399872,1183.4103364433765,0.5662268072026473,11.422779596405691,D4_6.png,D4,test
0.0016371010733260685,482.62104625262054,0.8945487244006662,10.497061952562408,D5_1.png,D5,train
0.0017384867536281048,452.8789179003006,0.874137733487341,10.389019583058884,D5_10.png,D5,train
0.0012769308237991013,504.00872054359,0.8746325971833552,10.6661178179473,D5_2.png,D5,train
0.0012249323055449545,598.8430087071318,0.8686286055826331,10.800519325626695,D5_3.png,D5,train
0.001629627548751904,570.2253070487718,0.879030981793653,10.62819009988031,D5_4.png,D5,train
0.0015303850195891844,565.8320181781772,0.870634658121664,10.661019783232097,D5_5.png,D5,train
0.001457644610429559,384.4831373487006,0.8903116884492385,10.417834928567025,D5_6.png,D5,train
0.0010356398570715254,535.6743708837664,0.8609701447024164,10.751256942968494,D5_7.png,D5,train
0.0018167395278093279,352.75746132223804,0.8844829631350163,10.150293347186802,D5_8.png,D5,train
0.0018738254533236915,491.25384911099246,0.8604272745811845,10.34080195850662,D5_9.png,D5,train
0.001742089920166411,577.6051632154583,0.8499268291672987,10.420188205731023,D5_1.png,D5,test
0.0021851611858045364,502.44326223250664,0.8557109776340381,10.163732856281804,D5_2.png,D5,test
0.0019223058997962347,571.546397739409,0.8697862532234256,10.459114715464475,D5_3.png,D5,test
0.001399112976463525,595.8924061671809,0.8497429018332223,10.551672525422488,D5_4.png,D5,test
0.0010400593442767454,667.8358522704798,0.8460831985453215,10.799670907599271,D5_5.png,D5,test
0.001897819491526932,540.9238241540089,0.8554837448888756,10.26519414413038,D5_6.png,D5,test
0.011679116777660628,856.7782330974843,0.5034575614897878,8.98342677634784,D6_1.png,D6,train
0.0051602065922523,1137.8700691106958,0.5238276919723756,9.533963396761825,D6_10.png,D6,train
0.004041192888230688,1257.5474928676674,0.5064708035611053,9.738755560717953,D6_2.png,D6,train
0.0077662911323558275,871.5041632673748,0.49043876267915376,9.23720510822994,D6_3.png,D6,train
0.005817482127176091,1112.8304917724772,0.514447391151535,9.377682721400307,D6_4.png,D6,train
0.02212631172196419,896.7576989636485,0.4951970694569993,8.609936905886793,D6_5.png,D6,train
0.0069560183876335975,1029.7098615931925,0.5151176138376219,9.254908089745456,D6_6.png,D6,train
0.007368487229556114,911.2511220753729,0.5108330960262938,9.14225242631678,D6_7.png,D6,train
0.016751690796331077,905.0307625415332,0.47706421335995414,8.885733741065174,D6_8.png,D6,train
0.02157133194302066,868.1878852942922,0.5158140638968762,8.53157536640277,D6_9.png,D6,train
0.0066839442609437725,1076.618111983802,0.4673598858369714,9.176837451241155,D6_1.png,D6,test
0.014096479037286773,1193.3242334287609,0.4757468109787443,8.892297527676515,D6_2.png,D6,test
0.004589648187514079,1249.5213227077647,0.48663863093435655,9.513675947009284,D6_3.png,D6,test
0.006545539424923569,941.3095462007041,0.4517422617246725,9.108071010986734,D6_4.png,D6,test
0.027677505854661055,1041.7262191715122,0.4693882047821613,8.473583653477547,D6_5.png,D6,test
0.011411335418652847,942.0962288255014,0.45958222152133016,8.965166640494761,D6_6.png,D6,test
